flat_type,flat_price,location,buildup_area_sqft,price_per_sqft,age_of_property,new_age,which_floor,furnishing,carpet_area,bedrooms,bathrooms,balcony,parking
3 BHK Flat,8.55,Sion,1800.0,47500.0,3 BHK,,Middleof 38 floors,Unfurnished,1800.0,3.0,3.0,1.0,Yes
3 BHK Flat,1.95,Chembur,843.0,23130.0,3 BHK,,Higherof 16 floors,Unfurnished,,3.0,,0.0,Yes
3 BHK Flat,2.08,Chembur,750.0,27730.0,3 BHK,,Higherof 16 floors,Unfurnished,,3.0,,0.0,Yes
2 BHK Flat,1.4,Chembur,630.0,22220.0,3 Year Old,3.0,Lowerof 15 floors,Fully Furnished,500.0,2.0,1.0,0.0,Yes
2 BHK Flat,2.11,Govandi,882.0,23920.0,2 BHK,,Higherof 17 floors,Unfurnished,678.0,2.0,2.0,0.0,Yes
3 BHK Flat,2.44,Sion,868.0,28110.0,3 BHK,,Higherof 23 floors,,,3.0,1.0,,Yes
3 BHK Flat,3.12,Sion,972.0,32100.0,3 BHK,,Middleof 23 floors,,,3.0,1.0,,Yes
2 BHK Flat,1.29,Ghatkopar East,630.0,20480.0,2 BHK,,Lowerof 23 floors,,,2.0,,0.0,Yes
2 BHK Flat,2.33,Wadala,690.0,33770.0,2 BHK,,Lowerof 29 floors,,690.0,2.0,2.0,1.0,Yes
3 BHK Flat,2.91,Wadala,907.0,32070.0,3 BHK,,Lowerof 29 floors,,907.0,3.0,3.0,1.0,Yes
3 BHK Flat,2.89,Wadala,916.0,31590.0,3 BHK,,Lowerof 29 floors,,916.0,3.0,3.0,1.0,Yes
4 BHK Flat,10.5,Sion,1800.0,58330.0,4 BHK,,Middleof 38 floors,Unfurnished,1800.0,4.0,4.0,1.0,Yes
2 BHK Flat,2.11,Chembur,797.0,26470.0,2 BHK,,Higherof 16 floors,Unfurnished,,2.0,,0.0,Yes
3 BHK Flat,2.18,Chembur,821.0,26550.0,3 BHK,,Higherof 16 floors,Unfurnished,,3.0,,0.0,Yes
3 BHK Flat,1.86,Chembur,800.0,23250.0,3 BHK,,Higherof 16 floors,Unfurnished,,3.0,,0.0,Yes
2 BHK Flat,1.6,Wadala,624.0,25640.0,1 Years Old,1.0,Lowerof 40 floors,Semi Furnished,536.0,2.0,2.0,1.0,no
4 BHK Flat,5.26,Ghatkopar East,1826.0,28810.0,4 BHK,,Higherof 15 floors,,1693.0,4.0,3.0,0.0,no
2 BHK Flat,1.96,Sion,677.0,28950.0,2 BHK,,Higherof 23 floors,,,2.0,,0.0,Yes
3 BHK Flat,9.87,Sion,1795.0,55000.0,3 BHK,,Lowerof 38 floors,Unfurnished,1795.0,3.0,3.0,0.0,Yes
4 BHK Flat,10.39,Sion,2178.0,47690.0,4 BHK,,Middleof 38 floors,Unfurnished,2178.0,4.0,4.0,1.0,Yes
3 BHK Flat,3.39,Ghatkopar East,1000.0,33900.0,3 BHK,,Middleof 14 floors,Unfurnished,1000.0,3.0,3.0,1.0,Yes
1 BHK Flat,0.47,Vasai East,655.0,7170.0,Ready to move,,unknown,,367.0,1.0,1.0,1.0,Yes
2 BHK Flat,0.6,Vasai East,877.0,6840.0,Ready to move,,unknown,,543.0,2.0,2.0,2.0,Yes
1 BHK Flat,0.4,Vasai East,690.0,5800.0,Ready to move,,unknown,,359.0,1.0,1.0,1.0,Yes
2 BHK Flat,0.55,Vasai East,785.0,6950.0,Ready to move,,unknown,,460.0,2.0,2.0,2.0,Yes
2 BHK Flat,0.64,Vasai East,850.0,7530.0,Ready to move,,unknown,,514.0,2.0,2.0,2.0,Yes
1 BHK Flat,0.46,Vasai East,655.0,7070.0,Ready to move,,unknown,,367.0,1.0,2.0,1.0,Yes
2 BHK Flat,0.55,Vasai East,785.0,6960.0,Ready to move,,unknown,,460.0,2.0,2.0,2.0,Yes
1 BHK Flat,0.47,Vasai East,655.0,7130.0,Ready to move,,unknown,,367.0,1.0,1.0,1.0,Yes
1 BHK Flat,0.42,Vasai East,690.0,6050.0,Ready to move,,unknown,,482.0,1.0,1.0,2.0,Yes
2 BHK Flat,0.55,Vasai East,888.0,6240.0,Ready to move,,unknown,,573.0,2.0,2.0,2.0,Yes
1 BHK Flat,0.44,Vasai East,678.0,6440.0,Ready to move,,unknown,,379.0,1.0,1.0,1.0,Yes
1 BHK Flat,0.4,Vasai East,625.0,6330.0,Ready to move,,unknown,,323.0,1.0,2.0,1.0,Yes
2 BHK Flat,0.61,Vasai East,911.0,6700.0,Ready to move,,unknown,,683.0,2.0,2.0,2.0,Yes
1 BHK Flat,0.87,Mira Road East,828.0,10550.0,Ready to move,,unknown,,512.0,1.0,2.0,2.0,Yes
1 BHK Flat,0.88,Mira Road East,828.0,10640.0,Ready to move,,unknown,,512.0,1.0,2.0,2.0,Yes
1 BHK Flat,0.39,Naigaon East,567.0,6880.0,Ready to move,,unknown,,343.0,1.0,1.0,2.0,no
1 BHK Flat,0.39,Vasai East,650.0,6030.0,Ready to move,,unknown,,368.0,1.0,1.0,1.0,Yes
1 BHK Flat,0.43,Vasai East,725.0,5930.0,Ready to move,,unknown,,423.0,1.0,2.0,1.0,Yes
1 BHK Flat,0.39,Vasai East,650.0,6070.0,Ready to move,,unknown,,368.0,1.0,2.0,1.0,Yes
1 BHK Flat,0.39,Vasai East,688.0,5730.0,Ready to move,,unknown,,376.0,1.0,1.0,1.0,Yes
1 BHK Flat,0.43,Vasai East,678.0,6340.0,Ready to move,,unknown,,379.0,1.0,1.0,1.0,Yes
1 BHK Flat,0.4,Vasai East,721.0,5550.0,Ready to move,,unknown,,415.0,1.0,2.0,1.0,Yes
2 BHK Flat,0.59,Vasai East,812.0,7240.0,Ready to move,,unknown,,516.0,2.0,2.0,2.0,Yes
1 BHK Flat,0.36,Vasai East,612.0,5960.0,Ready to move,,unknown,,457.0,1.0,1.0,1.0,Yes
1 BHK Flat,0.38,Vasai East,618.0,6150.0,Ready to move,,unknown,,237.0,1.0,2.0,1.0,Yes
2 BHK Flat,0.53,Vasai East,750.0,7070.0,Ready to move,,unknown,,486.0,2.0,1.0,1.0,Yes
1 BHK Flat,0.43,Vasai East,711.0,5990.0,Ready to move,,unknown,,475.0,1.0,1.0,2.0,Yes
1 BHK Flat,1.62,Powai,532.0,30450.0,1 Years Old,1.0,Middleof 23 floors,Semi Furnished,380.0,1.0,1.0,0.0,Yes
1 BHK Flat,1.6,Powai,565.0,28230.0,4 Year Old,4.0,Middleof 17 floors,Unfurnished,380.0,1.0,2.0,0.0,Yes
1 BHK Flat,0.52,Vasai West,720.0,7220.0,2 Year Old,2.0,Lowerof 7 floors,,,2.0,3.0,,Yes
2 BHK Flat,2.69,Mulund West,1350.0,19930.0,1 Years Old,1.0,Middleof 30 floors,,873.0,2.0,2.0,0.0,Yes
2 BHK Flat,2.13,Chembur,920.0,23150.0,1 Years Old,1.0,Middleof 13 floors,Semi Furnished,707.0,2.0,2.0,1.0,Yes
1 BHK Flat,1.01,Mulund East,550.0,18360.0,1 Years Old,1.0,Lowerof 18 floors,Unfurnished,,2.0,,0.0,Yes
1 BHK Flat,1.5,Govandi,590.0,25420.0,1 BHK,,Middleof 15 floors,Unfurnished,478.0,1.0,1.0,0.0,Yes
1 BHK Flat,0.66,Vikhroli East,398.0,16590.0,1 BHK,,Middleof 23 floors,Unfurnished,398.0,1.0,2.0,0.0,no
2 BHK Flat,2.1,Govandi,714.0,29410.0,Ready to move,,unknown,,614.0,2.0,2.0,1.0,Yes
1 BHK Flat,1.16,Chembur,431.0,26910.0,1 BHK,,Higherof 22 floors,Unfurnished,431.0,1.0,2.0,0.0,Yes
1 BHK Flat,1.21,Chembur,445.0,27190.0,1 Years Old,1.0,Middleof 13 floors,Unfurnished,445.0,1.0,2.0,1.0,Yes
1 BHK Flat,1.41,Chembur,445.0,31680.0,1 Years Old,1.0,Lowerof 13 floors,Unfurnished,,1.0,2.0,,Yes
2 BHK Flat,2.4,Chembur,705.0,34040.0,1 Years Old,1.0,Higherof 13 floors,Unfurnished,,2.0,1.0,,Yes
2 BHK Flat,2.9,Wadala,735.0,39450.0,2 BHK,,Lowerof 44 floors,Unfurnished,735.0,2.0,2.0,2.0,Yes
2 BHK Flat,3.1,Wadala,739.0,41950.0,2 BHK,,Lowerof 44 floors,Unfurnished,739.0,2.0,2.0,1.0,Yes
3 BHK Flat,5.22,Wadala,1230.0,42440.0,3 BHK,,Lowerof 44 floors,Unfurnished,1230.0,3.0,3.0,1.0,Yes
2 BHK Flat,2.1,Govandi,726.0,28900.0,Ready to move,,unknown,,720.0,2.0,2.0,0.0,Yes
2 BHK Flat,2.75,Govandi,750.0,36670.0,Ready to move,,unknown,,650.0,2.0,2.0,0.0,Yes
3 BHK Flat,6.78,Chembur,1602.0,42320.0,Ready to move,,unknown,,1502.0,3.0,2.0,1.0,Yes
2 BHK Flat,2.85,Chembur,560.0,50890.0,Ready to move,,unknown,,500.0,2.0,2.0,1.0,Yes
2 BHK Flat,2.25,Govandi,724.0,31080.0,Ready to move,,unknown,,624.0,2.0,2.0,0.0,Yes
3 BHK Flat,3.95,Govandi,1150.0,34350.0,Ready to move,,unknown,,742.0,3.0,3.0,0.0,Yes
1 BHK Flat,1.37,Govandi,750.0,18270.0,Ready to move,,unknown,,440.0,1.0,2.0,0.0,Yes
2 BHK Flat,1.75,Wadala,559.0,31300.0,2 BHK,,Lowerof 44 floors,Unfurnished,559.0,2.0,2.0,0.0,Yes
2 BHK Flat,1.65,Chembur,581.0,28400.0,2 BHK,,Middleof 15 floors,Unfurnished,581.0,2.0,2.0,0.0,Yes
2 BHK Flat,2.75,Wadala,698.0,39400.0,2 BHK,,Lowerof 44 floors,Unfurnished,698.0,2.0,2.0,0.0,Yes
3 BHK Flat,3.85,Wadala,1059.0,36350.0,3 BHK,,Lowerof 44 floors,Unfurnished,1059.0,3.0,3.0,1.0,Yes
2 BHK Flat,2.75,Govandi,698.0,39400.0,Ready to move,,unknown,,598.0,2.0,2.0,0.0,Yes
2 BHK Flat,2.45,Govandi,865.0,28320.0,Ready to move,,unknown,,805.0,2.0,2.0,0.0,Yes
2 BHK Flat,2.65,Govandi,742.0,35710.0,Ready to move,,unknown,,642.0,2.0,2.0,0.0,Yes
2 BHK Flat,1.2,Mira Road East,801.0,14980.0,Ready to move,,unknown,,551.0,2.0,1.0,2.0,no
3 BHK Flat,4.16,Chembur,1250.0,33280.0,Ready to move,,unknown,,1150.0,3.0,3.0,0.0,Yes
2 BHK Flat,2.03,Chembur,920.0,22070.0,2 Year Old,2.0,Middleof 15 floors,Unfurnished,,2.0,,0.0,Yes
2 BHK Flat,1.05,Bhandup West,900.0,11670.0,2 BHK,,Middleof 22 floors,Semi Furnished,500.0,2.0,2.0,0.0,Yes
2 BHK Flat,1.85,Chembur,1000.0,18500.0,2 BHK,,Higherof 38 floors,,,2.0,1.0,,Yes
3 BHK Flat,3.8,Chembur,1050.0,36190.0,Ready to move,,unknown,,950.0,3.0,3.0,0.0,Yes
3 BHK Flat,3.8,Chembur,1140.0,33330.0,Ready to move,,unknown,,,3.0,,0.0,Yes
4 BHK Flat,4.5,Chembur,1450.0,31030.0,4 Year Old,4.0,Higherof 15 floors,Unfurnished,,3.0,,0.0,Yes
2 BHK Flat,3.05,Wadala East,1192.0,25590.0,1 Years Old,1.0,Lowerof 40 floors,Semi Furnished,994.0,2.0,2.0,1.0,Yes
1 BHK Flat,2.75,Matunga West,503.0,54670.0,1 Years Old,1.0,Middleof 39 floors,Unfurnished,503.0,1.0,2.0,0.0,Yes
2 BHK Flat,1.7,Malad East,950.0,17890.0,2 Year Old,2.0,Lowerof 48 floors,Semi Furnished,729.0,2.0,2.0,1.0,Yes
2 BHK Flat,3.45,Dadar West,990.0,34850.0,2 BHK,,Higherof 21 floors,Semi Furnished,,2.0,,0.0,Yes
3 BHK Flat,5.5,Wadala East,2340.0,23500.0,1 Years Old,1.0,Middleof 40 floors,Semi Furnished,1661.0,3.0,3.0,2.0,Yes
3 BHK Flat,4.45,Mulund West,1351.0,32940.0,1 Years Old,1.0,Middleof 62 floors,Unfurnished,1351.0,3.0,3.0,0.0,Yes
3 BHK Flat,6.55,Mahalakshmi,1340.0,48880.0,3 BHK,,Middleof 64 floors,Semi Furnished,1140.0,3.0,3.0,1.0,Yes
3 BHK Flat,4.4,Mahim,880.0,50000.0,3 BHK,,Middleof 20 floors,Unfurnished,,3.0,,0.0,Yes
4 BHK Flat,5.15,Mulund West,2000.0,25750.0,Ready to move,,unknown,,1781.0,4.0,4.0,3.0,Yes
2 BHK Flat,3.18,Vile Parle East,808.0,39360.0,4 Year Old,4.0,Lowerof 9 floors,Unfurnished,708.0,2.0,2.0,0.0,Yes
3 BHK Flat,13.5,Lower Parel,2700.0,50000.0,3 Year Old,3.0,Middleof 65 floors,Semi Furnished,2200.0,3.0,4.0,1.0,Yes
3 BHK Flat,8.0,Prabhadevi,1900.0,42100.0,3 BHK,,Middleof 65 floors,Fully Furnished,,4.0,1.0,,Yes
2 BHK Flat,2.5,Chembur,800.0,31250.0,2 Year Old,2.0,Middleof 15 floors,Unfurnished,,2.0,,0.0,Yes
2 BHK Flat,2.5,Chembur,820.0,30490.0,2 Year Old,2.0,Lowerof 15 floors,Unfurnished,640.0,2.0,2.0,0.0,Yes
3 BHK Flat,2.85,Goregaon East,1372.0,20770.0,3 BHK,,Lowerof 19 floors,Unfurnished,892.0,3.0,3.0,0.0,Yes
4 BHK Flat,4.66,Mulund West,2044.0,22800.0,4 BHK,,Lowerof 38 floors,Unfurnished,,3.0,1.0,,Yes
3 BHK Flat,8.79,Bandra East,1453.0,60490.0,3 BHK,,Higherof 29 floors,Semi Furnished,,4.0,1.0,,Yes
2 BHK Flat,4.29,Lower Parel,860.0,49880.0,2 BHK,,Middleof 52 floors,Semi Furnished,860.0,2.0,2.0,1.0,Yes
4 BHK Flat,11.55,Mahalakshmi,2100.0,55000.0,4 BHK,,Middleof 69 floors,Semi Furnished,,5.0,1.0,,Yes
4 BHK Flat,12.69,Bandra East,2114.0,60030.0,4 BHK,,Higherof 29 floors,Semi Furnished,,5.0,1.0,,Yes
3 BHK Flat,7.25,Worli,1151.0,62990.0,3 BHK,,Middleof 76 floors,Semi Furnished,,3.0,,0.0,Yes
2 BHK Flat,2.25,Malad East,1128.0,19950.0,1 Years Old,1.0,Lowerof 20 floors,Unfurnished,730.0,2.0,2.0,2.0,Yes
2 BHK Flat,2.0,Goregaon East,1150.0,17390.0,2 BHK,,Middleof 38 floors,Semi Furnished,755.0,2.0,2.0,0.0,Yes
2 BHK Flat,2.2,Malad East,1128.0,19500.0,1 Years Old,1.0,Lowerof 20 floors,Unfurnished,730.0,2.0,2.0,2.0,Yes
4 BHK Flat,5.0,Kandivali East,2150.0,23250.0,2 Year Old,2.0,Higherof 41 floors,Unfurnished,1700.0,4.0,4.0,0.0,Yes
3 BHK Flat,7.89,Lower Parel,1442.0,54720.0,3 BHK,,Middleof 52 floors,Semi Furnished,1442.0,3.0,3.0,1.0,Yes
4 BHK Flat,18.8,Parel,2952.0,63690.0,Ready to move,,unknown,,2552.0,4.0,3.0,1.0,Yes
1 BHK Flat,0.85,Mira Road East,769.0,11050.0,Ready to move,,unknown,,525.0,1.0,2.0,3.0,Yes
2 BHK Flat,2.1,Goregaon East,1000.0,21000.0,1 Years Old,1.0,Middleof 13 floors,Unfurnished,900.0,2.0,2.0,0.0,Yes
4 BHK Flat,6.5,Goregaon West,1900.0,34210.0,1 Years Old,1.0,Middleof 40 floors,Unfurnished,1800.0,4.0,3.0,1.0,Yes
3 BHK Flat,4.21,Parel,1293.0,32560.000000000004,3 BHK,,Middleof 54 floors,Semi Furnished,1078.0,3.0,3.0,1.0,Yes
4 BHK Flat,7.11,Matunga East,2016.0,35270.0,4 BHK,,Middleof 38 floors,Semi Furnished,1680.0,4.0,4.0,1.0,Yes
1 BHK Flat,1.36,Mulund East,608.0,22310.0,1 BHK,,Higherof 18 floors,Unfurnished,468.0,1.0,2.0,0.0,Yes
3 BHK Flat,5.21,Parel,1590.0,32770.0,3 BHK,,Middleof 54 floors,Semi Furnished,1325.0,3.0,3.0,1.0,Yes
2 BHK Flat,1.08,Kandivali West,805.0,13420.0,Ready to move,,unknown,,555.0,2.0,1.0,2.0,no
3 BHK Flat,3.09,Mulund East,977.0,31630.0,3 BHK,,Middleof 37 floors,Unfurnished,,3.0,1.0,,Yes
2 BHK Flat,1.75,Chembur,594.0,29460.0,2 BHK,,Lowerof 20 floors,Unfurnished,594.0,2.0,2.0,2.0,Yes
2 BHK Flat,1.65,Chembur,930.0,17740.0,1 Years Old,1.0,Middleof 22 floors,Unfurnished,830.0,2.0,2.0,1.0,Yes
1 BHK Flat,1.3,Chembur,390.0,33330.0,1 BHK,,Lowerof 20 floors,Unfurnished,390.0,1.0,2.0,0.0,Yes
2 BHK Flat,2.25,Govandi,716.0,31420.0,Ready to move,,unknown,,616.0,2.0,2.0,0.0,Yes
2 BHK Flat,2.21,Wadala,673.0,32840.0,2 BHK,,Middleof 44 floors,Unfurnished,673.0,2.0,2.0,0.0,Yes
2 BHK Flat,2.25,Wadala,686.0,32800.0,2 BHK,,Higherof 44 floors,Unfurnished,686.0,2.0,2.0,0.0,Yes
3 BHK Flat,3.75,Wadala,1040.0,36060.0,3 BHK,,Middleof 44 floors,Unfurnished,1040.0,3.0,3.0,0.0,Yes
2 BHK Flat,2.95,Chembur,771.0,38260.0,2 BHK,,Lowerof 20 floors,Unfurnished,763.0,2.0,2.0,1.0,Yes
3 BHK Flat,3.15,Wadala East,1100.0,28640.0,3 BHK,,Middleof 35 floors,Unfurnished,1100.0,3.0,3.0,0.0,Yes
4 BHK Flat,12.25,Khar West,1900.0,64470.0,1 Years Old,1.0,Middleof 15 floors,,,4.0,,0.0,Yes
4 BHK Flat,18.0,Worli,2900.0,62070.0,4 BHK,,Lowerof 64 floors,Fully Furnished,,4.0,2.0,,Yes
3 BHK Flat,7.9,Khar West,1700.0,46470.0,1 Years Old,1.0,Higherof 15 floors,Semi Furnished,,4.0,,0.0,Yes
2 BHK Flat,1.95,Goregaon East,1150.0,16960.0,2 BHK,,Middleof 38 floors,Semi Furnished,755.0,2.0,2.0,0.0,Yes
2 BHK Flat,2.05,Goregaon East,1150.0,17830.0,2 BHK,,Middleof 38 floors,Semi Furnished,755.0,2.0,2.0,0.0,Yes
3 BHK Flat,7.0,Jogeshwari East,1900.0,36840.0,1 Years Old,1.0,Lowerof 30 floors,Semi Furnished,,3.0,1.0,,Yes
2 BHK Flat,0.99,Vikhroli East,640.0,15470.0,2 BHK,,Middleof 23 floors,,590.0,2.0,2.0,0.0,Yes
3 BHK Flat,8.75,Wadala,2600.0,33650.0,2 Year Old,2.0,Lowerof 56 floors,Semi Furnished,1950.0,3.0,2.0,0.0,Yes
3 BHK Flat,1.45,Mira Road East,1611.0,8990.0,Ready to move,,unknown,,1007.0,3.0,3.0,2.0,Yes
3 BHK Flat,1.36,Mira Road East,1350.0,10060.0,Ready to move,,unknown,,878.0,3.0,3.0,1.0,Yes
2 BHK Flat,0.76,Mira Road East,1060.0,7160.0,2 BHK,,Lowerof 29 floors,Semi Furnished,682.0,2.0,2.0,0.0,Yes
3 BHK Flat,3.4,Kandivali West,1200.0,28330.0,Ready to move,,unknown,,1056.0,3.0,3.0,1.0,Yes
4 BHK Flat,7.0,Vile Parle West,1450.0,48270.0,1 Years Old,1.0,Higherof 12 floors,Unfurnished,,4.0,,0.0,Yes
3 BHK Flat,2.5,Kandivali West,1270.0,19680.0,1 Years Old,1.0,Higherof 20 floors,Unfurnished,970.0,3.0,3.0,2.0,Yes
4 BHK Flat,13.5,Lower Parel,3000.0,45000.0,2 Year Old,2.0,Lowerof 60 floors,Fully Furnished,2400.0,4.0,5.0,5.0,Yes
1 BHK Flat,0.69,Vikhroli East,650.0,10620.0,1 BHK,,Lowerof 34 floors,Semi Furnished,,2.0,,0.0,Yes
3 BHK Flat,3.15,Kandivali West,1380.0,22830.0,Ready to move,,unknown,,1255.0,3.0,3.0,0.0,Yes
2 BHK Flat,1.92,Kandivali West,1040.0,18460.0,Ready to move,,unknown,,776.0,2.0,2.0,1.0,Yes
2 BHK Flat,1.9,Kandivali West,1040.0,18270.0,Ready to move,,unknown,,776.0,2.0,2.0,1.0,Yes
3 BHK Flat,6.59,Byculla,1490.0,44230.0,3 BHK,,Higherof 62 floors,Semi Furnished,1200.0,3.0,3.0,0.0,Yes
3 BHK Flat,9.15,Dadar West,2290.0,39960.0,3 BHK,,Higherof 30 floors,Semi Furnished,1898.0,3.0,4.0,1.0,Yes
2 BHK Flat,3.1,Wadala,735.0,42180.0,2 BHK,,Middleof 44 floors,Semi Furnished,735.0,2.0,2.0,1.0,no
3 BHK Flat,3.9,Mulund West,1475.0,26440.0,Ready to move,,unknown,,1375.0,3.0,3.0,1.0,Yes
3 BHK Flat,1.36,Mira Road East,1250.0,10880.0,3 BHK,,Lowerof 33 floors,Unfurnished,878.0,3.0,3.0,0.0,Yes
3 BHK Flat,1.51,Mira Road East,1700.0,8880.0,3 BHK,,Lowerof 33 floors,Unfurnished,979.0,3.0,3.0,1.0,Yes
3 BHK Flat,5.59,Bandra East,1280.0,43670.0,3 BHK,,Higherof 22 floors,Semi Furnished,996.0,3.0,3.0,1.0,no
3 BHK Flat,6.99,Matunga East,1590.0,43960.0,Ready to move,,unknown,,1302.0,3.0,1.0,1.0,Yes
3 BHK Flat,3.49,Wadala,1200.0,29080.0,3 BHK,,Higherof 42 floors,Semi Furnished,1200.0,3.0,2.0,1.0,Yes
2 BHK Flat,0.77,Mira Road East,1060.0,7270.0,2 BHK,,Middleof 29 floors,Semi Furnished,681.0,2.0,2.0,0.0,Yes
3 BHK Flat,8.82,Prabhadevi,1500.0,58800.0,1 Years Old,1.0,Higherof 68 floors,Unfurnished,1335.0,3.0,3.0,0.0,Yes
3 BHK Flat,6.25,Santacruz West,1700.0,36760.0,3 BHK,,Middleof 9 floors,Fully Furnished,,4.0,1.0,,Yes
3 BHK Flat,0.85,Virar West,1500.0,5670.0,Ready to move,,unknown,,1010.0,3.0,4.0,4.0,Yes
2 BHK Flat,1.07,Bhayandar East,1071.0,9990.0,2 BHK,,Higherof 22 floors,Semi Furnished,650.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.72,Mira Road East,520.0,13850.0,1 BHK,,Higherof 29 floors,Semi Furnished,450.0,1.0,2.0,0.0,Yes
2 BHK Flat,1.0,Mira Road East,1200.0,8330.0,Ready to move,,unknown,,750.0,2.0,2.0,3.0,Yes
2 BHK Flat,1.8,Borivali West,1000.0,18000.0,1 Years Old,1.0,Lowerof 22 floors,Unfurnished,,2.0,,,no
2 BHK Flat,0.54,Naigaon East,975.0,5540.0,2 BHK,,Middleof 22 floors,Semi Furnished,625.0,2.0,2.0,0.0,Yes
3 BHK Flat,4.11,Chembur,1506.0,27290.0,3 BHK,,Higherof 14 floors,Unfurnished,1167.0,3.0,3.0,1.0,Yes
3 BHK Flat,5.95,Mahim,1390.0,42800.0,Ready to move,,unknown,,,3.0,1.0,,Yes
1 BHK Flat,0.33,Vasai East,700.0,4710.0,1 BHK,,Lowerof 23 floors,,,2.0,3.0,,Yes
4 BHK Flat,11.9,Lower Parel,1990.0,59800.0,Ready to move,,unknown,,1800.0,4.0,3.0,1.0,Yes
1 BHK Flat,0.39,Vasai East,650.0,6000.0,3 Year Old,3.0,Middleof 12 floors,,430.0,1.0,2.0,2.0,no
3 BHK Flat,7.1,Matunga East,1560.0,45510.0,3 BHK,,Higherof 18 floors,Semi Furnished,1305.0,3.0,4.0,1.0,no
4 BHK Flat,11.0,Matunga East,3100.0,35480.0,4 BHK,,Higherof 20 floors,Unfurnished,,5.0,1.0,,Yes
2 BHK Flat,2.8,Prabhadevi,635.0,44090.0,2 BHK,,Lowerof 20 floors,,605.0,2.0,2.0,0.0,Yes
2 BHK Flat,3.65,Mahim,890.0,41010.0,Ready to move,,unknown,,,2.0,1.0,,Yes
2 BHK Flat,6.8,Dadar West,1000.0,68000.0,Ready to move,,,Unfurnished,905.0,2.0,2.0,0.0,Yes
3 BHK Flat,8.0,Mahim,1431.0,55900.0,3 BHK,,Higherof 20 floors,Unfurnished,1431.0,3.0,3.0,2.0,Yes
2 BHK Flat,3.0,Prabhadevi,470.0,63830.0,1 Years Old,1.0,Lowerof 15 floors,Unfurnished,300.0,2.0,2.0,0.0,Yes
3 BHK Flat,13.78,Worli,2120.0,65000.0,2 Year Old,2.0,Higherof 70 floors,Unfurnished,,4.0,3.0,,Yes
2 BHK Flat,3.4,Worli,720.0,47220.0,Ready to move,,,Unfurnished,596.0,2.0,2.0,0.0,Yes
2 BHK Flat,2.25,Chembur,768.0,29300.0,1 Years Old,1.0,Lowerof 12 floors,Unfurnished,640.0,2.0,2.0,0.0,Yes
3 BHK Flat,3.75,Chembur,1000.0,37500.0,1 Years Old,1.0,Middleof 12 floors,Semi Furnished,,3.0,1.0,,Yes
3 BHK Flat,3.4,Chembur,1213.0,28030.0,2 Year Old,2.0,Middleof 14 floors,Unfurnished,1011.0,3.0,3.0,0.0,Yes
2 BHK Flat,1.48,Kurla East,598.0,24750.0,1 Years Old,1.0,Middleof 17 floors,Semi Furnished,598.0,2.0,2.0,0.0,no
1 BHK Flat,1.08,Kurla East,455.0,23740.0,1 Years Old,1.0,,Semi Furnished,455.0,1.0,2.0,1.0,no
1 BHK Flat,2.99,Matunga East,590.0,50680.0,Ready to move,,unknown,,540.0,1.0,1.0,1.0,Yes
3 BHK Flat,4.09,Malad East,1500.0,27270.0,3 BHK,,Lowerof 62 floors,Unfurnished,1286.0,3.0,3.0,2.0,Yes
2 BHK Flat,0.85,Vasai West,1060.0,8020.0,1 Years Old,1.0,Lowerof 7 floors,,,3.0,,,Yes
1 BHK Flat,0.56,Vasai West,740.0,7500.0,1 Years Old,1.0,,Semi Furnished,477.0,1.0,1.0,2.0,Yes
1 BHK Flat,0.5,Vasai West,475.0,10530.0,4 Year Old,4.0,Higherof 4 floors,Unfurnished,475.0,1.0,1.0,3.0,no
2 BHK Flat,4.69,Byculla,1180.0,39740.0,Ready to move,,unknown,,1080.0,2.0,2.0,0.0,Yes
2 BHK Flat,2.21,Goregaon East,828.0,26690.0,2 BHK,,Lowerof 9 floors,Unfurnished,,2.0,,0.0,Yes
2 BHK Flat,0.85,Vasai West,1170.0,7310.0,1 Years Old,1.0,Middleof 9 floors,Semi Furnished,753.0,2.0,1.0,3.0,Yes
3 BHK Flat,8.2,Prabhadevi,1395.0,58780.0,Ready to move,,unknown,,,2.0,,0.0,Yes
4 BHK Flat,11.5,Lower Parel,2250.0,51110.0,Ready to move,,unknown,,2100.0,4.0,3.0,0.0,Yes
3 BHK Flat,6.1,Sion,1655.0,36860.0,Ready to move,,unknown,,1500.0,3.0,2.0,2.0,Yes
3 BHK Flat,1.45,Mira Road East,1359.0,10670.0,3 BHK,,Lowerof 37 floors,Semi Furnished,1007.0,3.0,3.0,2.0,Yes
2 BHK Flat,3.24,Parel,1260.0,25690.0,2 Year Old,2.0,Middleof 58 floors,Semi Furnished,900.0,2.0,2.0,1.0,Yes
4 BHK Flat,8.6,Parel,3500.0,24570.0,2 Year Old,2.0,Lowerof 58 floors,Semi Furnished,2600.0,4.0,3.0,1.0,Yes
4 BHK Flat,8.5,Parel,1900.0,44740.0,Ready to move,,unknown,,,2.0,2.0,,Yes
3 BHK Flat,5.25,Parel,1296.0,40510.0,Ready to move,,unknown,,,2.0,1.0,,Yes
3 BHK Flat,7.59,Lower Parel,1378.0,55080.0,3 BHK,,Middleof 62 floors,Semi Furnished,1378.0,3.0,3.0,1.0,no
3 BHK Flat,6.0,Matunga East,1450.0,41380.0,3 BHK,,Middleof 21 floors,Semi Furnished,,3.0,1.0,,Yes
